,text,sentiment
24567,cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [hd] ://bit.ly/hxlfm,neutral
24568,happy mother`s day! it will be a good day,positive
24569,this gar keeps going out - 3rd relight,neutral
24570,"_2 hey, thanks 4 the advice & support",positive
24571,"_oliver whats for breaky then, russtle something up for my hangover please our jamie lmao",neutral
24572,i bit my tongue sooo bad...it`s swollen.,negative
24573,://tinyurl.com/67sk5r follow my blog and i`ll follow yours,neutral
24574,_and_easy when will these stores in sacramento open? been waiting and nothing,neutral
24575,just took $10 off a guy who thinks he can bluff three times in a row and get away with it. now back to showing how **** my work is,negative
24576, my saturday was good  i cannot wait until this monday night,positive
24577," i guessed right, like 25 minutes ago...do you even see your replies....lol",neutral
24578, does this happen every monday?,neutral
24579,"thinking about having lunch soon, but we have no food in",neutral
24580,if not impossible,neutral
24581,just got up and going to get ready to go to meadowhall ;) can`t believe my internet broke yesterday  gutted,negative
24582, does this mean you`re leaving me?,neutral
24583,19 years for phil spector  ://bit.ly/199zwd,neutral
24584,tomorrow will be my last day in work.. how sad.. bye ange,negative
24585,"want: trip to boston next month. need: addit`l motivation to save the $ to do so.  beloved daughter wants to go with, which = 2x the $.",positive
24586,"is bak in mcr....glad i can sleep in ma own bed 2nite yeyah...but i fink i,m missin popeye  hopin 2 c him 2moz  ****",neutral
24587,i am now eating one of those big subway cookies with a glass of warm milk. yum,positive
24588,20 mins from bej to semanggi. traffic on friday  *siggghh*,neutral
24589,about to play my first game of apple to apples!!   wish me luck...,neutral
24590,restoring new itouch 2.  excited to use it. yeeeeeeeee. goodbye itouch 1.,positive
24591,glad it`s friday... but bummed that i am officially working saturdays.,neutral
24592," the movie was awesome, i wish i could re-load my pistols like agent 0 did, but i do not want to be him  i think i will be gambit",positive
24593,smiley absolves all,neutral
24594, have you check oceanup?'miley cyrus justin gaston fight after lunch' you ok with justin?hmmm.im with you whatever happen,positive
24595,watching snl   yay for  hosting!  i love him,positive
24596,at work. these five year olds are gonna keep me young.,positive
24597,  be sure to go by my blog today    -  and check out your friends - i bet you have some new ones today!,neutral
24598, yay!  snl is on!,positive
24599,had a good day but im now skint again,neutral
24600,god! they look stumpy... i`m not sharing my toes tonight,negative
24601," i guess, technically, i was still pregnant just a few months ago. just with alex instead of elizabeth",neutral
24602,having asthma issues today.   bah!,negative
24603,"today was boring, but i did a lot of homework. tomorrow should be amazing, i can`t wait.",positive
24604,happy mother`s dayy!!! to me andd the rest of the fabulous mommy`s out there,positive
24605,happy mother`s day to all the mothers!!,positive
24606, nope  we only have one really good cuban place... i`ll have to ask them...,positive
24607,"i really want to marry leighton meester. ****, can`t take my eyes of her.",negative
24608, this traffic is ridiculous im may not make it,negative
24609,"wow this morning 8.15 hrs ding dong breakfastservice, was a surprise of marjoleine, guido and dirk for mothersday.mother hapy, father too",positive
24610," hey nat, just wondering, why are your videos never available on the iphone?",neutral
24611," argh, sorry, he`s just been a thorn in my side since we got him. rude, mouthy, etc.",negative
24612, no  are you for sure going?,neutral
24613, nice! that sounds great! let me know when and where.,positive
24614,"still can`t figure this twitter thing out, i can`t my background pic to stick and i can`t seem to change my profile pic",negative
24615,ugh!!! i hate my life! no one is hiring! *sigh* stupid economy.... stupid bush,negative
24616,"gah, i`m jittery and upset for absolutely no reason...",negative
24617,_kinda_guy  your kids are growing up around science guys. i grew up around politics.,neutral
24618, y u gotta say all that,negative
24619, i hate you,negative
24620,was about to head downtown...now there`s a flash flood!  - photo: ://bkite.com/07xfs,neutral
24621,ahhhhhhhhh man blew up my amp!!!!! no more shredding,negative
24622," and so very you.  you know i say it w/ nothing but love, dude.",positive
24623,_l i blame you for 1/2 price fridays replacing free book fridays. they don`t want you doing #rrtheatre anymore.,negative
24624,whooaaa. just got an overwheolming itus attack after eating,positive
24625,bye twitter & fb world! i`m at the san francisco airport ready to board air china. not sure if i`ll have internet access,negative
24626,"_mckay2009 sadly no, sitting inside as mobile signal won`t work in the garden   i`ll be opening the wine at bang on 5pm though!",negative
24627, nice to tweet u,positive
24628,rather excited about my hospital placement starting on monday. i get to give needles and take blood,positive
24629,is dreading going to work  but....its friiiiiday!! whoop!!!,positive
24630,  i told ya`ll i am a good girl. you can see my halo and everything,positive
24631,  heheheheh... lol... i always figured he`d send them your way if he got any dupes... i felt bad not sending him stuff...,negative
24632,mothers day..didnt do anything exciting...saw a movie,negative
24633,"its awsome... when you know, that you know, that you know!",positive
24634,cleaning and packing,neutral
24635, something like that!,neutral
24636,trying to finish moving stuff for tonight don`t feel good!!!!!,negative
24637,tweet riot. i can`t download tweet genius on my other device,neutral
24638, would be more fun to date then steve-o.,positive
24639," i have to call stevie to reschedule!!  i won a competition yesterday to the launch of sims 3 at luna park, same day at 6pm",neutral
24640,is watching wolverine at last.,neutral
24641,"tired, tired, tired.. didn`t sleep well last night..   thought too much.. slept not much.. glad that it`s almost weekend!",neutral
24642,"happy mothers day to all that are, all that are trying, and all that haven`t nailed their teenagers to a tree",positive
24643,just sang 'shine' by newsboys in the car with  holla!,neutral
24644,filling out paperwork.,neutral
24645,laying in the dark thinking of you.,neutral
24646,just got home.,neutral
24647," planet fitness on van wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ****!",negative
24648,mock ap chemistry exam today! then to central park!  is there gonna be a ap chem v. ap bio tournament?!,neutral
24649, not a lot!! im bored! my names crissy btw lol how u doinnnn???,negative
24650,cannot sleep. 2+ hours of tossing and turning.,negative
24651,_uk that sucks! i had my exams be4 half term so it`s all good. although they were major subjects now i have languages and stuff,neutral
24652,aaawww im soooooooo tired today.. i dont feel good.. i dont wanna go to work wah..  but yeah im goin to work in a few mins. til closing..,negative
24653,sharapova loses 1st set 6-1,negative
24654, aha thanks jae,positive
24655,none of the people i talk to in my p.e. class are here  i`m going to be so bored all period.,negative
24656," **** - that`s sad, then... i haven`t heard the new one yet. sounds like i`ve been spared a tragedy.",negative
24657,"just woke up, its laura`s last full day here  last night we watched embarrassing home movies",negative
24658,"ang payat ko na, yes! hoping to go down to my melbourne weight from last year  ://plurk.com/p/su622",neutral
24659,grrr! my internet will be up and running next wed  at least now i have a def. answer!,negative
24660, you cooould say that,neutral
24661,ive very picky about what i put in my mouth. i hate onions. they make me cry  ),negative
24662," sounds like fun... i think?! lol! i naughty, should be ironing and watching nk **** on youtube instead! lmao!",positive
24663,i dont want the seniors to leave,positive
24664, congrats on the tax refund.  those are always nice.,positive
24665," ate ****, i refuse to bless her cuz she already clingy",negative
24666,is live on danny noriega`s stickam. he said hey to me  i luv him!!!,positive
24667,_express i didnt get to see it tonight,neutral
24668,i love that my boyfriends loves my mac n cheese. he even took some to work with him,positive
24669, lol   what are your plans for today (or should i say tomorrow) then ?,neutral
24670,my mom likes milow`s version of ayo technology... it`s a good thing she doesn`t have a clue what it`s about.,positive
24671,finally packed...thinking its time for some sleep! ready for chicago!,neutral
24672, been there  sucks like hell.,negative
24673," awww bb, you sound lonely  i want to drive up there/fly and snuggle you too",negative
24674," hey, i made us a house on the sims! oh and you have like a perfect balance and i`m always lacking stuff like fun etc!",neutral
24675,oh snap!  just broke my windshield while replacing my wiper blades.,negative
24676, on another note i totally love this pic of you and your dad....old pic -  ://bit.ly/18aeg8,positive
24677, i know how you feel.  takes far too much time out of my life!,neutral
24678,happy mother`s day to all the mamas out there,positive
24679, hi thanks for following me. u doing much? been a long time since i last chatted to u,positive
24680, lmao back in queens now,positive
24681,"`whats your stand on **** marriage?` - me. `what the **** natalie, stop asking me these **** **** questions! go get a job!` - dad.",negative
24682,wave looks interesting. ://bit.ly/pvyyh  if we are going to live our lives so connected might as well be easy right? google owns us.,positive
24683,i dont get how to use twitterr!,neutral
24684,**** latvian beaurocracy. as a non-resident i can`t publish my braille highway code. another blind alley  woe is me. anyone speak farsi?,neutral
24685,spend a great time with family and friends. thanks you guys,positive
24686, i can`t figure out how to listen to it from the internet,negative
24687, would love to see that!,positive
24688," as appealing as that is and the fact i would hop on it pretty quick, i dont wanna impose on your sacred bday hun with ur friends",positive
24689, my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,negative
24690,where`s my baby?!,neutral
24691,woke up from bad dream.  grrrr,negative
24692, just the mother of all bad days,negative
24693,trying to understand why why i joined twitter.....everyone else was doing it i felt left out,negative
24694,lookin forward to a lovely meal out for grandparents 75th at posh italian,positive
24695, the photos are amazing! what a great subject & way to get people educated about darfur! hugs! u are an inspiring woman!,positive
24696," missed interview on npr, ironic because listened to npr all day on long **** car trip, watching needle now, looks good",neutral
24697, its my birthday too  but its the 10th of may right now for me.. and its probably the 9th for you.. happy birthday anyway,positive
24698,ninja sushi for lunch but dominicks was out of sour gummy worms,neutral
24699, comiccon? that`s cool!,positive
24700," pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks",neutral
24701, hey sorry i just got the tweet about the puppy... and someone already got it,negative
24702,what a busy day ... am disappointed that today`s show is a repeat,negative
24703, thank you my love,positive
24704,around...takin it easy tonight b/c i`m still sick,negative
24705,i am back from the best party ever,positive
24706, u understand now why i keep telling u make a twitter app that understand my need,neutral
24707, yeah surrrrrously. we win,positive
24708,wishing i had marvelous misadventures of flap jack on dvd,neutral
24709, i havent laid my verse yet...,neutral
24710,playing `who am i?` with my sister!,neutral
24711, true that! don`t know why i bothered this morning cos i just put it up in a pony soon as i got to work anyways,negative
24712,_ yeah sorry i was busy last night  ill try and go next week!,negative
24713,_agwl talking to whom? this `shah rukh khan` is an imposter here... lol! btw thanx for the follow...,neutral
24714,"in school ; with victoria & bryan (: _ no more school soon, sadd i am",negative
24715,_pearson,neutral
24716,just got out of the vast show & it kicked ****! just as mindblowing live as on cd. sang my fave songs. im n awe!,positive
24717,so i think my son might have the flu cause i def. just cleaned up a stanky puke mess  poor pumkpin,neutral
24718,at an art party. no crazy artists as such. bit padestrian. no skanking,neutral
24719,pooping in a pennsylvania rest stop!  i hate using public toilets,negative
24720, yeah yeah? how the heck are you anyway? sastch it up again this year? i had to bail out for lack of expenses,neutral
24721," remeber my blue dolphin?  i wore it out, thinking victoria day gift for me?",neutral
24722, ahahaha! that`s funny.,positive
24723,coffee didn`t turn out good tiday but excellent!,neutral
24724,stunning weather today/this afternoon/now - couldn`t ask for better!,positive
24725, wassup with u this morning.,neutral
24726, tshwane wants double rates but try and phone to get service - endless loop #fail,negative
24727,"saw kim kardashian on robertson today, ate a hella good sandwich at bay cities in santa monica, and just downloaded a lot of new songs",positive
24728, the geek in me won.  i am building my own photoblog theme...,positive
24729," haha hey, well if you were in the elevator you should have said more!",neutral
24730,starts tomorrow and i start to study again,neutral
24731,at natalies just finished work. had the most amazing peanut butter sandwhich ever. <3333 i miss your faceeee,neutral
24732,yeah  :p,neutral
24733,twitter won`t let me update online. my update box won`t work.,negative
24734," it`s a beautiful mn day, but i`m stuck inside playing zelda.  i`ve gotta play at least 10 hrs. today.",positive
24735,happy maders day,positive
24736,_oliver  i was off by one year. i really wanted some of jamies cooking books in english!!!! not german.,neutral
24737," ahhhh.same here with geometry, like i said b4, if i didn`t have it, i would be graduated!! so i feel ur pain hun!",negative
24738, they just said she was very elusive; should be tricky,negative
24739,_jackson already there`s none left  back to cabbage soup,neutral
24740,with russ and joe!,neutral
24741, dude... can you really be a bachelor at this point?? don`t worry about it.,positive
24742,tiesto in vicky park - how excellent,positive
24743," sorry i missed you at the farm today, but dm me if you would like some photos from today",negative
24744,anticipating a tough day ahead,negative
24745," well, maybe you can always head for cnt. be sure to save some for me!",positive
24746, sorry to hear that.  keep the faith though.  i might not be as bad as you think.,neutral
24747, yeah he`s also partial to jt and ti dead and gone and pink`s sobre,neutral
24748,first steps on twitter. just checking,neutral
24749,back from dinner w. my family. i`m not meeting christine anymore  sunny weather tomorrow and a day out & about. i want red bull!,neutral
24750,heyya people!,neutral
24751," i did, haha. i`ll run is more suitable, at the moment.",positive
24752, i missed out on carrot cake last night.  hope you had fun .,neutral
24753,   happy mother`s day to your moms.,positive
24754,://www.eabeauty.net - the world of beauty and pretty girls   i`m testing new version,neutral
24755," i know man, my day off and am pulling myself out of bed",negative
24756, isp all sorted i gather?! cheers for the bday wish too,positive
24757, ... so i can`t charge you by the hour then?,neutral
24758, no. that would be too easy. all i have is the user manual which is not enough for me to claim his bike,positive
24759, no mine looks the same.,neutral
24760," thanks for the link. i`ve been out of ny, missed many non-online bills so know how badly my score`s been hit",neutral
24761, u have a lot  but the bad thing is we r gonna have finals all next week,neutral
24762, you don`t get them anymore?,neutral
24763," i`m awake, and happy!",positive
24764,"early morning~2:30 am~what`s up? i am!~~!!played w/ my babies outside~wow~was in the 80`s~felt great!~~got lonely, misses sissy and jess",neutral
24765,i want a garden  sitting inside when it`s sunny sucks.,negative
24766,"last day of holydays, gotta get back to work    anyway, 2 great weeks",positive
24767,such a long day!!! so much fun though  tomorrow will be just as much.,positive
24768,happy star wars day,positive
24769,happy mothers day x & go the dockers,positive
24770,going i sleep today was a long day happy mothers day to all the moms out there,neutral
24771,at metro with achan,neutral
24772," that same smell is wafting thru my grandparents house, papaw has the smoker going out back..we`ve got a long wait tho.",neutral
24773,took the most amazing power nap ever. now its starbucks time.,positive
24774, nice! now gimmeh some nice stuff,positive
24775," aw anytime, boo. i realized that all i need to have some fun are you guys.  we should change our pics to the poofy hair ones!",positive
24776, maybe used to have. besides without ac it`s too hot to sleep,negative
24777,my cucumber has gone limp,negative
24778,good morning/midday nation!  formula one in one hour!,positive
24779,about to leave the fights. i`m tired and my voice hurts.,negative
24780, hhaha kewl dude!!  but if u dont know & he does have a reason well thats another story mhmhmh...does he?,neutral
24781,_kiss i can`t find it on youtube   only the concert versions....help!!!,neutral
24782,heading out to dinner in a minute - cant wait to have food.,positive
24783,"_zero its cool, and thats good",positive
24784, kills me to see you online and not be able to say hello,neutral
24785," you`re following ellen, oprah, and... me! i`m honored!",positive
24786,charley horses in both legs all night. what the ****?,negative
24787,ok all have hit the point of relaxation.. heading to bed  sleep well and happy mother`s day to all you moms out there!! night,positive
24788, you getting a ton of spam mail into your inbox?? i am too.... driving me insane!!,negative
24789,absolutely gutted that i`m not going to badu tonight.  you guys have fun...! just got home and need to head downtown now. gd this heat!,negative
24790,where`s enthusiasm in meeeee,negative
24791,i deffinately need to clean my bookbag. but no time! i need to leave in the next 5 seconds to not be late to school. ...oh well,neutral
24792," i hate doing em, but get dragged here by ... at least it`s a beautiful day",neutral
24793," don`t worry though,he will be fine",positive
24794,_bug68 bill is super!! thanks you!!,positive
24795, good to hear..!,positive
24796,going out on thursdays is a terrible idea. i knew there was a reason i haven`t done it all quarter. *pops advil*,negative
24797, no fair!,negative
24798,watching tv with the best people in the whole world !!!!! my mum and my sis agus (: love you all ! twitter you later ha,positive
24799,getting bored sitting at the hotel room the entire day,negative
24800,is finally gotten online after logging 200km over the last two days on errands as the family driver  ://plurk.com/p/wxz12,neutral
24801,im pretty sure i miss watching 'yo gabba gabba' with my niece,negative
24802,at_emily_young_ okey,neutral
24803,#bgt it`s a shame that the dreambears won`t get through,negative
24804,i dont like funerals,negative
24805,".... you are my sunshine, my only sunshine....",neutral
24806,"says 2 1/2 hours to go, uwian na. . .  [phplurk.com] ://plurk.com/p/sun82",neutral
24807,the taxi q at pelangi was super loooong.. and now i`m getting headaches because of the hot-cold transition,negative
24808,finally off work...long night.  hangin with ,neutral
24809, break a leg  but don`t do it for real it just a saying :p ' good luck',positive
24810,just got home  interesting night,positive
24811, john and i just bought four boxes of them,neutral
24812,employee orientation for serco  yayy.. i`m excited/nervous!!!! wish me luck!,positive
24813,head hurt,negative
24814,round and round the garden: the amazing thing is that he`s still talking to me!  ://rly.cc/jnfwn,positive
24815," whoah, slow down, you`re filling my screen! maybe more effective if you spread tweets out?",neutral
24816,have been to portugal. and spain. and has a sore throat. scary?,negative
24817,have been feeling very sick    had day off today... arrrgh,negative
24818, aw thas good im glad your happy  i jus been chillin,positive
24819, i didnt get the msg!! :`( but i bought princess,negative
24820,got back from arizona yesterday.  moved the furniture and stuff out of the arizona house and shipped it to redwood city.    how sad.,negative
24821,just got back from the karaoke bar in the metreon!!! watching millionaire matchmaker,neutral
24822, heyy are you ok...? i know it sucks having her in you dorm... but i assure you it will be ok,neutral
24823,  ah bad times   i hate exams. i feel so unprepared this time as well. sucks haha.,negative
24824, yessir,neutral
24825,jane is really sad because she probably won`t get perfect on tonight`s quiz without the missing article. should`ve asked someone for it.,negative
24826,"_ritz alrighty, thnx  good night.",positive
24827,"iigghhtt, just fur geet it. idc. idk. eh blah ugh. blah idk... hah..=] um yah.. immboredddd, ugh  ill just fuckitt",negative
24828," no, i`m working on it all day monday. will try to remember to email but if you`re smart you`ll remind me.",positive
24829,doing make up for the school musical this week aaah,neutral
24830," yes,it`s beautiful and i`m fortunate to live in the thick of it..very relaxing",positive
24831,i`m my mom`s company picnic at a lake elsinore storm game. oh the things we do to please moms,positive
24832,  my class will be at chem sc building. will see the both of you after 5 yeah?,neutral
24833, so excited for you and paris ooh lala  i look forward to knowing you a long long time lovely ! hugs n kisses g,positive
24834,hadnt cried in such a long time,negative
24835,  i wanted to beta test but saw the thread after the results were announced,neutral
24836, ...now i`m going back to bed. lol. enjoy your time at the gym. i`ll be sleeping.,positive
24837,just got a new ipod.  life`s good.,positive
24838, yay!  excited?,positive
24839, ..i`m a buffalo worshipper  ... maybe it is time to pay a visit to my preferred buff-schack in town. ://twitpic.com/4w2ls,neutral
24840,a year from now is graduation....i am pretty sure i`m not ready for it!?!?!?,negative
24841, the beatles? those scousers with funny haircuts? more talent in the banana splits!,positive
24842, indeed!,neutral
24843,has such a freakin migraine,negative
24844,"gusying up for  dinner, bourbon & branch, zeitgeist and surprise party for taylor!   shh...",neutral
24845, there is always traffic heading back here to long island on fridays.,neutral
24846,hello thereeeeeee,neutral
24847," i`m jealous...i need 2 escape 2, lol.",neutral
24848, haha okay you were talking about middle college grad i think and i got worried,negative
24849, i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,positive
24850,"ok time to study for bus law and ethics, gotta test today",neutral
24851, good work.i`ve only just managed to turn my studio on... i envy your productivity,negative
24852, bit of sunshine out there and it perks us all up  especially when you have a mountain of towels to wash and get dry!,neutral
24853,there`s a spider in my room. save me...,negative
24854,"if you wanna read something, i recommend  ://estrella05azul.wordpress.com/",neutral
24855,just got my dress for my friends wedding. its a little tight in places. gotta work out more,neutral
24856," don`t i know it! i live in the middle of nowhere, my house is spider central",negative
24857,had a ton of fun w muffin today,positive
24858,"i`m twitter dumb. just saw my '.com' & all the kind folks who`ve tweeted me. ah!so sorry, i`m not ignoring you, just slow.",negative
24859,cook ; do you wanna measure my ****? its daddy-size.,neutral
24860, got it. welchs grape too please,neutral
24861, i was going to send you the photo by dm but can`t as you not following me...,neutral
24862,finally graduation no more school ... im sick today,negative
24863,studying math ) it brought my brain to explode,neutral
24864,"p9 for danica and your team... not a end of the world, now is just hopes for a great race",positive
24865,fighting again,neutral
24866,anyone know what to do when your pc keeps restarting itself?,neutral
24867, got it i`ll send you an email in a lil bit i have a lot to say,neutral
24868,mothers day in 45 minutes west coast time.  happy mothers day to all the mothers out there,neutral
24869," if you don`t mind, change your profile pic with a picture of you in uk. it`ll be fun",positive
24870,the best i could do for proof of the crack  lol  ://twitpic.com/66ust,positive
24871,star trek was actually really good,positive
24872, neither could i! and i looked on ebay and it was like 250 euro for two!!!! but i doubt my parents would fork that amount out,negative
24873,were at citibank i thought we were gonna go to grannys house but were no,neutral
24874,"off to bed, night every onee",neutral
24875," heyy dude, yuup thats it really hows your monday?  x",neutral
24876, unfortunately i am stuck at work so i can`t get said prize,negative
24877,psyching myself up for the next few days...oh my.,neutral
24878,"just helped save a runaway dog. he didn`t want to be my friend, though.",neutral
24879, take a nap bedalii,neutral
24880,'aaarrrgggghhh' is the only thing that can decribe how i feel rite now!,negative
24881, to go in their next live chat.,neutral
24882,omj! j.o.n.a.s. is the best tv show ever!  ?,neutral
24883, yummy curry  save me some please lol,positive
24884, y r we giving up on people?  i actually thought that way for a while too before i found someone who is very intriguing,neutral
24885,sitting at the connection listening to the employees reminisce and mope about their last shift,negative
24886, the northern clemency.  but i don`t recommend it.  too much description and not enough action. too slow,negative
24887,wish i can go to the roots pinic,neutral
24888, morning bill,neutral
24889,gonna go outside with my daddy... gonna take a ride with his new triumph!,neutral
24890,"back from soap, soooo fun.",positive
24891,"`don`t call your mother, `cause now we`re partners in crime.` -kp",neutral
24892,just watched the 'final break' final prison break episode. it was great. farewell prison break. you will be dearly missed.,neutral
24893,have just bought a tv tuner for my laptop.  he he.  i deserve a present,positive
24894, i didn`t see this until after,neutral
24895, havin fun? x btw isnt it bowling? ****,positive
24896,missed the #jonaswebcast,neutral
24897,nungguin my sista in law lahiran di rs asih...kayaknya sih sore ini lahiran. yeayy another baby girl in the family,positive
24898,_robert ha that was ages ago!  youre in la right? the weather is much better there...,positive
24899, oh no!!!  well..... when you get back lots of pictures!!!,neutral
24900,  i appreciate you,positive
24901," nicky, i land at 10pm, it will be like 10:40 before i get home! ugh! wont be any fish fry left for me anyways",negative
24902,welcome new followers also,neutral
24903,  i must have just missed you. i was down there until 9:40 or so. not sure if i`ll make it down again,neutral
24904, awwww  bew! you wont be here at all this summer?,neutral
24905, we are going all out!,neutral
24906, what?! come as you are!!! but erock just left  bah d:,neutral
24907,last full day of vacation,neutral
24908,this sucks schools over and there is nothing to do,negative
24909, that is the 3rd nkotb contest that canadians can`t enter   the overseas fans have theirs now!  it`s bound to be our turn!,neutral
24910,just downloaded more music and videos on my ipod.,neutral
24911,i`m so hungry,negative
24912,off to bed i go to dream of a world where wal-mart and liquor stores all get blown up,negative
24913,morning! just got my coffee,neutral
24914,"  it`s looking bright, so i think the sun will put in an appearance, and then guess what - lawn wants cutting !!",neutral
24915, ohhh ok. thats upsetting  sorry for wasting your time. ****,negative
24916,hey  mia!! go to bed!!    (deangeloredman live > ://ustre.am/2nlc),neutral
24917," i agree! mmm so good, i miss eating it with you tho",neutral
24918,is pumped and bummed all at the same time.......,neutral
24919,i forgot i moved 100 east...make that 8 hours home.,neutral
24920,so bummed that i can`t see ltj in june  hoping for a uk yoke soon,negative
24921, it`s a lie just like the restaraunt named 'garfields'... he is nowhere to be found,negative
24922, i just re-skinned. still figuring why tweetsuite isn`t updating,neutral
24923, two more tweets to go for 2345 tweets,neutral
24924, gotta play `off the wall` first tho,neutral
24925,my eyes hurt,negative
24926, www.youtube.com/watch?v=9ftuv3xmrn0,neutral
24927,my ti89 died. i don`t know why.,negative
24928,unemployment line here i come.,negative
24929, two macaroons go into a bar....one says oh your a nut.  wow i need to get out more.,positive
24930," factory ng elmer`s? hihihi. sorry, corny! baka si ate ruby, alam!",negative
24931," thank you for accepting my request!! must take care of my little girl, maybe i write back later",positive
24932,bad mood now,negative
24933,the cd  player in my car is broken.  so much for listening to my kidz bop happy meal cd.,negative
24934,on our way home,neutral
24935,"it`s about time i let people know whats happenning, although i often wonder why i bother   but hey it`ll soon be christmas........",neutral
24936, oh at work? poor boy,negative
24937,happy mother`s day!!!! no gift to your mother can ever equal her gift to you - life,positive
24938, i found out this morning too.,neutral
24939,just wants to get it over and done with. i miss working,negative
24940,  i am not a ****! damnit!  [sending you an e-mail right now btw],negative
24941, thats great i`ll make sure i get a copy,positive
24942,going to bed,neutral
24943,pool party at sherraton n brodi had  a blast! the friends made the evening bbqd at home with great conversation  funky n lifted day!!,positive
24944, bl muthafuckin ah!  i win!,neutral
24945,getting a cleaning on tues then getting a tooth pulled on thurs. then gotta schedule a bridge that might need a root canal--ugh.,negative
24946,://twitpic.com/4jax3 - update ableton live,neutral
24947,loves her some worship papers. and had a fantastic day. the lord is good. and constantly surprises me.,positive
24948,at_cassian is there a game   !,neutral
24949, im good! im on my laptop using and external internet plug. i need to send it away to be fixed,positive
24950,"still up, just got home.  ready to go to sleep..",neutral
24951," good too thanks  so, you had a nice evening with your father? that`s cool  thanks for the link btw!!",positive
24952,3 hours  oh my. is it shorts weather do you know. i`d do my usual hanging out my window but the neighbours are out.,neutral
24953, serio barroca?? parabens!!!!!!! may the 4th be with you!,positive
24954,"i`m in a pub garden,  its boiling,  hannah no likey,",neutral
24955,happy mother`s day to all the moms out there. i hope i never join that crowd,positive
24956,hm seems to have been because my blog was marked as a phishing site,negative
24957,_a_michael i plan on it! goodnight,positive
24958,	really?? oh.. sorry yall  lol,negative
24959, ui. where arre you going to study?,neutral
24960," - they have their headaches the morning after, instead!",negative
24961,i think i love a part of me saying some cynical words. even though i smile when i say them. do you think it`s bad?,positive
24962,had some lovely sugar puffs and just been playing with my amazing dog jack,positive
24963,_storm lucky! i`m still working for another 4 hours!,positive
24964,_y_yankees changed my default pic since you`ve been showing so much love!,positive
24965,all my files got deleted,negative
24966, you looked great for being sick yesterday! i`m sorry i didn`t really make an effort to say hi...  i was preoccupied for a while,neutral
24967," don`t worry, you`ll get your stamina back soon  what kind of distances do you run usually?",positive
24968, i kno i shoulda came,neutral
24969,i dont know where to get my hair cut!,neutral
24970," you and the guys should come down here, we are **** freezing out here!",negative
24971,im cleaning out my closet!  ahhh...,neutral
24972, you`re welcome... and you`re welcome!,positive
24973,greg back in the top 10. this is why i love nascar.,positive
24974,wait...i thought it was 9:50? don`t we have till 10?   #sigjeans,neutral
24975,"my two new favorite prayers:  'help me, help me, help me.'  and 'thank you, thank you, thank you.'",positive
24976,covering my portfolio to send to my *dream job* in ny! send good vibes!,positive
24977,off topic: missed both motorcades. the secret service tricked us all.  #bush #clinton,neutral
24978, nice glasses. looks good,positive
24979,leaving work in 25 minutes to go to broompark then to see the new flats then for lunch with mandy and my dad.,neutral
24980,"is so excited for this summer... steve winwood and eric clapton, eagles of death metal, and ahhh the dead weather",positive
24981," welcome, you were our 10,000th follower! it`s very late ca time but we stayed up to meet you",neutral
24982, ://onoir.com try to go if you can. i tell everyone who goes to montreal to check it out. even people who live there,neutral
24983,"i`m just to far from where you are, i wanna go home...",positive
24984," yeah i just accepted ubc`s offer last night, but i dunno if i`ll still make it in because i`ve been slacking off a lot lately.",negative
24985," oh whoops, my bad",negative
24986,"i love all da sexy ladiez ya beautiful unique and sexy, and smart. dont let a **** call u a **** cuz ladies ya worth then dat i mean it",positive
24987," here btw, this is not a bot",neutral
24988, have fun tonight,positive
24989," didn`t think of that.  why can`t people just be nice? why would anyone think it`s ok to say that, much less make a movie.",negative
24990, i was only at cambie just slightly before the event then had to leave  waiting for feedback though; i`ll keep u posted!,neutral
24991,just got up from a nap.. relaxing for the night,positive
24992, you must be scared to be trolling here. you guys are so sad.   #tcot #right,negative
24993,hm. have you ever realized how incredibly over-rated tokio hotel is becoming? it makes me sad.,negative
24994,getting ready for college. i had a good sleep.  rainy day today. i love it.,positive
24995, yeah. xd were so close already! xd i can talk to u about anything!  i love u gurrl. x3,positive
24996,   you deserve so much better... hang in there good things come to those who wait!,positive
24997, i miss that too,negative
24998, its cuz you love me. dont make me sad,neutral
24999," ????  ? ??????, ?????? ????????,basquash,k-on,07-ghost,sengoku basara,valkyria chronicles,requiemforthephantom,edenoftheeast.",neutral
25000, i`m sure some1 will **** out and play. i`m workin through til midnight.,neutral
25001,"'your gonna miss this, your gonna want this back, your gonna wish these days hadn`t gone by so fast'  so true i already miss this year",negative
25002,yay back at home,neutral
25003,on the plane to yosemite. forgot my laptop at home,neutral
25004,"wow, serious hard time sleeping. on a decongestant and its keeping me wide awake. i just wanna sleep",negative
25005, so long as they hold your wine without tipping.,neutral
25006," and by the way it`s short stack, not sway sway  sway sway baby is a song of theirs",neutral
25007," miss you, too!",negative
25008,car just drove past my house blasting celine dion`s 'it`s all coming back to me now',neutral
25009,want`s to see `2001 maniacs` why won`**** come through the post!?,neutral
25010,woken up by mum. work,neutral
25011,"gonna head to bed then work, then moncton to see jill",neutral
